episode,global_step,episodes_completed,reward,loss,epsilon,steps,slices,current_max_slices,attempts,rejected_slices,covered,hard_total,crop_new_detection_gain,crop_new_detection_utility,crop_tp_gain,crop_fp_gain,crop_outcome_reward,val_recall,val_slices,val_score,val_mAP50,val_small_recall,val_fp_per_image,val_crops,val_benchmark_score
150,1889,150,-12.71237,0.487314,0.880363,16,1,1,4,3,0,1,2,0.935838,0,2,-4.932081,,,,,,,,
151,1890,151,10.821091,0.436397,0.8803,3,1,1,1,0,6,6,5,2.663941,2,4,1.33197,,,,,,,,
152,1891,152,6.673324,0.420198,0.880237,9,1,1,2,1,2,28,11,6.500636,5,7,7.750318,,,,,,,,
153,1915,153,-4.601017,0.429736,0.878717,9,1,1,2,1,0,0,3,1.423582,1,2,0.711791,,,,,,,,
154,1925,154,-9.479851,0.478395,0.878083,12,1,1,2,1,0,39,3,1.481475,1,4,-3.459262,,,,,,,,
155,1945,155,-7.940463,0.464917,0.876817,8,1,1,2,1,4,28,4,1.642188,0,5,-7.878906,,,,,,,,
156,1953,156,16.134326,0.5432,0.87631,4,1,1,1,0,3,45,5,2.344394,4,1,11.672197,,,,,,,,
157,1962,157,-16.834894,0.497439,0.87574,27,0,1,4,4,0,12,1,0.374999,0,1,-4.9125,,,,,,,,
158,1966,158,-6.566624,0.425578,0.875487,9,1,1,2,1,1,1,4,2.177188,1,5,-3.411406,,,,,,,,
159,1990,159,-32.481696,0.468121,0.873967,28,0,1,4,4,0,0,5,2.778339,0,7,-10.31083,,,,,,,,
160,1999,160,-15.197493,0.481971,0.873397,14,0,1,4,4,0,6,0,0.0,0,0,-3.6,,,,,,,,
161,2007,161,61.714314,0.472139,0.87289,12,1,1,3,2,18,55,20,8.813252,17,5,46.706626,,,,,,,,
162,2012,162,74.059854,0.513692,0.872573,9,1,1,3,2,12,45,36,19.075701,25,12,66.53785,,,,,,,,
163,2015,163,-2.843538,0.295716,0.872383,1,1,1,1,0,1,1,5,2.439458,1,6,-4.780271,,,,,,,,
164,2018,164,10.4998,0.471063,0.872193,8,1,1,2,1,1,6,7,3.689476,6,4,13.844738,,,,,,,,
165,2021,165,14.164737,0.576019,0.872003,6,1,1,1,0,5,26,2,0.969458,2,0,6.484729,,,,,,,,
166,2032,166,-33.75504,0.458041,0.871307,24,0,1,4,4,0,2,3,1.053072,0,3,-5.173464,,,,,,,,
167,2039,167,13.817106,0.347548,0.870863,2,1,1,1,0,3,3,4,1.528961,4,2,9.76448,,,,,,,,
168,2071,168,5.341599,0.493088,0.868837,2,1,1,1,0,1,16,1,0.510177,1,0,3.255088,,,,,,,,
169,2091,169,-2.882521,0.484212,0.86757,11,1,1,2,1,0,16,2,0.754273,1,1,1.877137,,,,,,,,
170,2104,170,-28.855043,0.477607,0.866747,26,0,1,4,4,0,22,1,0.550729,0,1,-3.624636,,,,,,,,
171,2132,171,-11.979721,0.450459,0.864973,26,1,1,4,3,5,11,4,2.070179,0,4,-8.56491,,,,,,,,
172,2144,172,43.545168,0.445971,0.864213,7,1,1,1,0,19,36,29,13.339386,13,18,18.669693,,,,,,,,
173,2155,173,16.052705,0.42964,0.863517,4,1,1,1,0,0,1,6,2.657304,7,4,16.328652,,,,,,,,
174,2164,174,-1.819499,0.452229,0.862947,2,1,1,1,0,1,8,1,0.376571,0,2,-2.811714,,,,,,,,
175,2180,175,3.98522,0.407547,0.861933,1,1,1,1,0,2,5,2,1.055847,1,2,0.527923,,,,,,,,
176,2191,176,-7.95041,0.46717,0.861237,11,1,1,2,1,0,2,1,0.455204,0,1,-2.472398,,,,,,,,
177,2221,177,-37.453458,0.462456,0.859337,22,0,1,4,4,0,7,5,2.615687,1,5,-3.192156,,,,,,,,
178,2228,178,-5.569126,0.406921,0.858893,3,1,1,1,0,0,20,3,2.002166,0,4,-4.998917,,,,,,,,
179,2229,179,-17.621443,0.457894,0.85883,13,1,1,3,2,0,0,2,1.089632,0,3,-6.355184,,,,,,,,
180,2234,180,-20.381769,0.447157,0.858513,17,1,1,4,3,0,2,5,2.444982,2,5,-1.477509,,,,,,,,
181,2240,181,0.258866,0.504997,0.858133,6,1,1,1,0,0,12,2,1.240262,1,1,2.120131,,,,,,,,
182,2281,182,10.910513,0.447428,0.855537,21,1,1,3,2,5,45,5,2.846829,5,1,13.723414,,,,,,,,
183,2291,183,-29.298835,0.498153,0.854903,25,0,1,4,4,0,1,0,0.0,0,0,-3.6,,,,,,,,
184,2332,184,-22.663351,0.481697,0.852307,20,0,1,4,4,0,0,2,0.937065,0,3,-7.631467,,,,,,,,
185,2342,185,-29.476157,0.431812,0.851673,22,0,1,4,4,0,1,5,2.282033,1,5,-6.958983,,,,,,,,
186,2349,186,-15.654458,0.35885,0.85123,8,1,1,4,3,0,1,2,0.635694,0,2,-5.082153,,,,,,,,
187,2351,187,15.636481,0.43345,0.851103,10,1,1,3,2,0,15,15,8.671716,10,6,25.335858,,,,,,,,
188,2354,188,-19.208787,0.478269,0.850913,21,1,1,3,2,0,1,3,1.967575,0,4,-7.416212,,,,,,,,
189,2364,189,0.149737,0.377938,0.85028,2,1,1,1,0,0,0,2,0.890132,1,2,0.445066,,,,,,,,
190,2367,190,158.562484,0.376036,0.85009,1,1,1,1,0,45,125,39,19.84338,33,6,99.92169,,,,,,,,
191,2376,191,-16.723176,0.419392,0.84952,17,1,1,3,2,0,4,1,0.522436,0,2,-3.938782,,,,,,,,
192,2398,192,-25.431556,0.48333,0.848127,27,0,1,4,4,0,10,4,1.674193,1,3,-3.062904,,,,,,,,
193,2401,193,-31.525401,0.463154,0.847937,28,0,1,4,4,0,0,0,0.0,0,1,-6.3,,,,,,,,
194,2403,194,7.743318,0.396027,0.84781,7,1,1,1,0,2,18,3,1.757486,2,1,5.378743,,,,,,,,
195,2431,195,1.52658,0.359774,0.846037,4,1,1,1,0,0,0,2,1.128616,1,1,2.064308,,,,,,,,
196,2454,196,-3.510668,0.397727,0.84458,7,1,1,2,1,1,5,2,1.201442,0,2,-3.599279,,,,,,,,
197,2460,197,-9.122043,0.314787,0.8442,6,1,1,2,1,0,1,1,0.303088,0,2,-4.048456,,,,,,,,
198,2461,198,-8.589602,0.417638,0.844137,7,1,1,1,0,0,0,2,1.105353,0,5,-6.947324,,,,,,,,
199,2482,199,14.890152,0.426462,0.842807,8,1,1,2,1,0,14,5,2.716574,6,-1,19.358287,,,,,,,,
200,2505,200,-12.154401,0.427618,0.84135,14,1,1,3,2,0,0,1,0.720771,0,2,-5.039614,,,,,,,,
201,2510,201,-1.788074,0.383564,0.841033,7,1,1,1,0,0,7,1,0.362411,0,1,-1.318794,,,,,,,,
202,2519,202,-2.238551,0.43518,0.840463,28,0,1,4,4,0,1,7,3.822323,6,3,14.211162,,,,,,,,
203,2538,203,-12.297012,0.429558,0.83926,19,1,1,3,2,0,4,7,3.490044,2,6,-2.454978,,,,,,,,
204,2541,204,-5.194787,0.462252,0.83907,5,1,1,2,1,0,21,3,1.407425,1,2,0.703713,,,,,,,,
205,2552,205,-4.454675,0.383944,0.838373,11,1,1,2,1,0,4,1,0.30836,0,1,-2.54582,,,,,,,,
206,2564,206,-18.920373,0.443468,0.837613,21,0,1,4,4,0,5,2,0.724112,1,2,-3.237944,,,,,,,,
207,2576,207,-27.962859,0.432692,0.836853,21,0,1,4,4,0,10,0,0.0,0,0,-4.8,,,,,,,,
208,2589,208,-8.837732,0.378493,0.83603,3,1,1,2,1,0,5,1,0.342087,0,2,-4.028957,,,,,,,,
209,2594,209,5.210357,0.426735,0.835713,7,1,1,1,0,1,9,1,0.521509,1,0,3.260754,,,,,,,,
210,2597,210,-19.943983,0.441484,0.835523,23,0,1,4,4,0,5,4,2.143486,2,2,1.671743,,,,,,,,
211,2601,211,-1.520407,0.463594,0.83527,6,1,1,2,1,1,3,1,0.56732,0,1,-2.41634,,,,,,,,
212,2603,212,-31.113621,0.426408,0.835143,28,0,1,4,4,0,4,1,0.663213,0,1,-4.768394,,,,,,,,
213,2605,213,56.131718,0.404959,0.835017,1,1,1,1,0,8,39,14,6.445106,14,0,45.222553,,,,,,,,
